Sentiment,Strength,Conditions,Comment,Age,Gender,Postal Code
Opposed,Strongly Opposed,T,"would cheapen Toronto's image, turning it into another Las Vegas would prey upon the desperate working class and encourage gambling addiction would attract crime, particularly money laundering and drug dealing",45-54,Female,M4K
Favour,Strongly in Favour,F,new attraction waterfront development opportunity I would go,35-44,Female,m4m
Opposed,Strongly Opposed,F,"Casinos are not built to be an inclusive part of a community, but as an island. In so doing they brand that region into an area not suitable for other businesses, homes or parks. They create a vacuum. Casinos do not contribute to a community, they take away. The sums they promise to deliver to city coffers are about as reliable as the return on investment of a stack of poker chips. Casinos are built in cities and townships in decline, where no other source of income is viable. Toronto is a vibrant , growing community with vast and realized potentials. We are not Windsor, Niagara or Detroit.",45-54,Male,M4L
Opposed,Strongly Opposed,T,Potential for benefit is way overstated. Really just an underhanded way to tax people. Much better ways to utilize downtown land.,45-54,Male,m4k
Neutral,Neutral or Mixed Feelings,F,"Personally, I think the public health costs are not worth it. As a business owner, a casino has the potential to bring in revenue for my business ",35-44,Male,M4m
Opposed,Strongly Opposed,T,Will drain money away from local businesses. Will add to traffic congestion. Will create more problem gamblers.,45-54,Male,6-2
Opposed,Strongly Opposed,T,"a casino would alter the down town culture in a significantly negative way, in my opinion. i believe the long term negative consequences on citizens' health would outway the gains made by job availability. ",35-44,Female,M4L
Neutral,Neutral or Mixed Feelings,F,Encourages an addiction to gambling Possible negative effects on low-income Torontonians Placement - traffic congestion,45-54,Female,M4K
Opposed,Strongly Opposed,T,"It is a hidden form of taxation, usually on the poor It creates public problems such as chronic gambling It has been demonstrated over and over again to be a false solution to fiscal challenges",45-54,Male,M4K
Opposed,Strongly Opposed,T,"the sick culture that surrounds professional gambling (having a 'champions' across the street from me is bad enough) potential rise in theft / robbery / assault, etc to feed gambling addictions potential rise in prostitution as an even more lucrative option to earn money (as if success on Bay St. wasn't enough)",Prefer not to disclose,Prefer not to disclose,
Neutral,Neutral or Mixed Feelings,F,Gambling - not being the best form of development! Economic benefits for Toronto via taxes and hosting fees Communities most affected by problem gambling - immigrants and lower income,25-34,Female,M6R
Favour,Strongly in Favour,F,"casinos and all they entail - entertainment, tourists, conventions, jobs - are all good for Toronto people always have and will gamble, and it's legal in Ontario, so Toronto should benefit rather than elsewhere Toronto is an eclectic mix of cultures, values, interests - casinos are just one more that belong in the mix",65 or older,Male,M4J
Favour,Strongly in Favour,F,Further development of tourist attractions Brings needed tax income Easier access to Ontario Casinos for Toronto residents,25-34,Male,m4j
Opposed,Strongly Opposed,T,  ,45-54,Female,M4K
Favour,Somewhat in Favour,F,new tourist attraction jobs new entertainment option,55-64,Male,
Opposed,Strongly Opposed,T,Casinos kill stores and restaurants Casinos encourage problem gambling Casinos are a tax on the poor,55-64,Male,M4K
Favour,Strongly in Favour,F,section 37 money for public transportation city of toronto profits for Gardiner repair/replacement/tunnel ,55-64,Male,m5z
Opposed,Strongly Opposed,T,casinos - we already have race tracks and casinos - and we don't need more gambling I have seen gambling ruin several members of my friends and family - even people who were educated and should have known better feel into those traps casinos don't really benefit anyone - except for casino owners - don't even bother to try and sell me on the tourist draw - they will not bring the right kind of tourist to toronto and they will not benefit the people who live here,35-44,Female,M5B
Opposed,Strongly Opposed,F,Other ways we can get revenue changes the dynamic of the city can not handle extra traffic,35-44,Female,M4K
Opposed,Somewhat Opposed,T,Do not generally like the atmosphere a casino brings with it Have concerns about gambling-generated revenue and it's ethics Do not believe it is the image of Toronto I would like to see,25-34,Female,M5G
Opposed,Strongly Opposed,T,It promotes the wrong image of Toronto It increases addiction issues It takes money away from small businesses,35-44,Female,M4M
Favour,Strongly in Favour,F,"Many people gamble, and do so at Niagara, or Rama. If they gamble instead in Toronto, then Toronto would gain some benefit instead of the profits going to another locale. People worry about bringing casinos to Toronto. We already have slots at Woodbine, Bingo, lotteries, the internet, and off track betting. Banning a full fledged casino is closing the barn door after all the horses have left. More casinos in Southern Ontario increases the competition and that usually works in the favour of the consumer.",65 or older,Male,M2R
Opposed,Strongly Opposed,T,Social problems in area of casino Addiction to gambling Brings wrong sort of people to community,55-64,Male,M4M
Opposed,Strongly Opposed,T,Casinos do not benefit the community as a whole. Casinos are a very cynical way for a municipality to make money. Casinos do not reflect the community in which they exist.,45-54,Male,M4M
Opposed,Strongly Opposed,T,People who have little money will gamble it away Morally wrong ,45-54,Female,M4j
Opposed,Strongly Opposed,T,"Negative financial impact on the other entertainment venues in the city. Numerous spill-over social problems - prostitution, organized crime, gambling addictions, etc. Encourages negative social & health values - greed, sloth, etc.  Better to spend your time and save your money doing a healthier activity - spending time with family, sports, etc.",45-54,Male,M6R
Opposed,Strongly Opposed,T,Not convinced the promised economic benefits will be realized The major players appear to be U.S. based -- don't like the idea of millions of dollars being vacuumed out of our economy Casinos create low-wage jobs. We should be looking for high-value employers,55-64,Male,m4k
Opposed,Somewhat Opposed,T,The problems of compulsice / addictive gamblers.  ,65 or older,Male,M1J
Opposed,Strongly Opposed,T,Doubts there would be any financial benefit to the city Creates more problem gamblers and hardships on their families It would probably siphon business away from established local  busiinesses in the downtown or wherever it would be built,,,M4K
Opposed,Strongly Opposed,T,"will damage the prospects of other casions, especially Rama - why bother going there when there is one in town creates too many problems - I know personally people who have lost their homes and savings will take away from the entertainment and businesses already in the area",45-54,Female,M4J
Opposed,Strongly Opposed,T,"Economic benefits to city coffers have been overstated. The development itself will suck the economic life out of surrounding business. More crime, traffic congestion and parking woes to say nothing of the social havoc it will wreak.",55-64,Male,M4L
